

















"Lutra felina","Octopus vulgaris"
"Lutra felina","Ovalipes punctatus"























"Loxodonta africana","Abutilon"
"Loxodonta africana","Acacia senegal"
"Loxodonta africana","Acacia tortilis"
"Loxodonta africana","Acalypha"
"Loxodonta africana","Allophylus"
"Loxodonta africana","Andropogon"
"Loxodonta africana","Aristida"
"Loxodonta africana","Balanites aegyptiacus"
"Loxodonta africana","Blepharis"
"Loxodonta africana","Brachiaria"
"Loxodonta africana","Capparis tomentosa"
"Loxodonta africana","Cissus quadrangularis"
"Loxodonta africana","Cissus rotundifolia"
"Loxodonta africana","Commelina africana"
"Loxodonta africana","Commiphora"
"Loxodonta africana","Commiphora schimperi"
"Loxodonta africana","Cordia ovalis"
"Loxodonta africana","Croton dichogamus"
"Loxodonta africana","Croton macrostachyus"
"Loxodonta africana","Cynodon dactylon"
"Loxodonta africana","Ficus glumosa"
"Loxodonta africana","Ficus ingens"
"Loxodonta africana","Grewia"
"Loxodonta africana","Grewia bicolor"
"Loxodonta africana","Grewia trichocarpa"
"Loxodonta africana","Harpachne schimperi"
"Loxodonta africana","Hibiscus"
"Loxodonta africana","Hyparrhenia"
"Loxodonta africana","Iboza"
"Loxodonta africana","Indigofera"
"Loxodonta africana","Maerua triphylla"
"Loxodonta africana","Pappea"
"Loxodonta africana","Pavetta gardeniifolia gardeniifolia"
"Loxodonta africana","Phyllanthus sepialis"
"Loxodonta africana","Rhoicissus"
"Loxodonta africana","Sansevieria"
"Loxodonta africana","Sclerocarya birrea"
"Loxodonta africana","Sida"
"Loxodonta africana","Solanum incanum"
"Loxodonta africana","Sporobolus"
"Loxodonta africana","Sporobolus pyramidalis"
"Loxodonta africana","Themeda triandra"
"Loxodonta africana","Ximenia caffra"
"Loxodonta africana","Ziziphus"



"Lutra lutra","Mytilus edulis"
"Lutra lutra","Paracentrotus lividus"
"Lutra lutra","Patella pellucida"
"Lutra lutra","Salmo salar"










"Lycaon pictus","Aepyceros melampus"
"Lycaon pictus","Alcelaphus buselaphus"
"Lycaon pictus","Connochaetes taurinus"
"Lycaon pictus","Damaliscus korrigum"
"Lycaon pictus","Equus"
"Lycaon pictus","Gazella granti"
"Lycaon pictus","Gazella thomsonii"
"Lycaon pictus","Kobus ellipsiprymnus"
"Lycaon pictus","Kobus vardonii"
"Lycaon pictus","Madoqua kirkii"
"Lycaon pictus","Ourebia ourebi"
"Lycaon pictus","Phacochoerus africanus"
"Lycaon pictus","Redunca redunca"
"Lycaon pictus","Rhabdomys pumilio"
"Lycaon pictus","Tragelaphus scriptus"


"Lynx lynx","Capreolus capreolus"

"Lynx rufus","Lepus californicus"
"Lynx rufus","Lynx rufus"
"Lynx rufus","Sciuridae"
"Lynx rufus","Sylvilagus"
"Lynx rufus","Sylvilagus audubonii"
"Lynx rufus","Thomomys bottae"



















































"Madoqua kirkii","Acalypha"
"Madoqua kirkii","Achyranthes aspera"
"Madoqua kirkii","Allophylus"
"Madoqua kirkii","Aloe"
"Madoqua kirkii","Andropogon"
"Madoqua kirkii","Aristida"
"Madoqua kirkii","Boscia angustifolia"
"Madoqua kirkii","Capparis tomentosa"
"Madoqua kirkii","Cenchrus ciliaris"
"Madoqua kirkii","Commelina africana"
"Madoqua kirkii","Commiphora schimperi"
"Madoqua kirkii","Cordia ovalis"
"Madoqua kirkii","Eragrostis"
"Madoqua kirkii","Ficus glumosa"
"Madoqua kirkii","Grewia trichocarpa"
"Madoqua kirkii","Heteropogon contortus"
"Madoqua kirkii","Hibiscus"
"Madoqua kirkii","Hoslundia opposita"
"Madoqua kirkii","Indigofera"
"Madoqua kirkii","Kalanchoe"
