Size,Web,Ecozone,Scenario,Proportion,Area
Mesoherbivore,202,PA,PN,7,Protected
Microcarnivore,202,PA,PN,18,Protected
Microherbivore,202,PA,PN,13,Protected
Megacarnivore,203,PA,PN,2,Protected
Megaherbivore,203,PA,PN,3,Protected
Mesocarnivore,203,PA,PN,2,Protected
Mesoherbivore,203,PA,PN,8,Protected
Microcarnivore,203,PA,PN,18,Protected
Microherbivore,203,PA,PN,12,Protected
Megacarnivore,204,"NA",PN,2,Protected
Megaherbivore,204,"NA",PN,1,Protected
Mesocarnivore,204,"NA",PN,2,Protected
Mesoherbivore,204,"NA",PN,5,Protected
Microcarnivore,204,"NA",PN,16,Protected
Microherbivore,204,"NA",PN,11,Protected
Megacarnivore,205,"NA",PN,2,Protected
Megaherbivore,205,"NA",PN,3,Protected
Mesocarnivore,205,"NA",PN,3,Protected
Mesoherbivore,205,"NA",PN,11,Protected
Microcarnivore,205,"NA",PN,19,Protected
Microherbivore,205,"NA",PN,15,Protected
Megacarnivore,206,"NA",PN,2,Protected
Mesocarnivore,206,"NA",PN,2,Protected
Mesoherbivore,206,"NA",PN,5,Protected
Microcarnivore,206,"NA",PN,15,Protected
Microherbivore,206,"NA",PN,9,Protected
Megacarnivore,207,"NA",PN,2,Protected
Megaherbivore,207,"NA",PN,2,Protected
Mesocarnivore,207,"NA",PN,2,Protected
Mesoherbivore,207,"NA",PN,6,Protected
Microcarnivore,207,"NA",PN,15,Protected
Microherbivore,207,"NA",PN,11,Protected
Megacarnivore,208,NT,PN,4,Protected
Megaherbivore,208,NT,PN,6,Protected
Mesocarnivore,208,NT,PN,5,Protected
Mesoherbivore,208,NT,PN,12,Protected
Microcarnivore,208,NT,PN,42,Protected
Microherbivore,208,NT,PN,72,Protected
Megacarnivore,209,NT,PN,3,Protected
Megaherbivore,209,NT,PN,5,Protected
Mesocarnivore,209,NT,PN,5,Protected
Mesoherbivore,209,NT,PN,13,Protected
Microcarnivore,209,NT,PN,48,Protected
Microherbivore,209,NT,PN,78,Protected
Megacarnivore,21,AA,PN,1,Protected
Megaherbivore,21,AA,PN,1,Protected
Mesocarnivore,21,AA,PN,1,Protected
Mesoherbivore,21,AA,PN,11,Protected
Microcarnivore,21,AA,PN,20,Protected
Microherbivore,21,AA,PN,44,Protected
Megacarnivore,210,NT,PN,2,Protected
Megaherbivore,210,NT,PN,4,Protected
Mesocarnivore,210,NT,PN,5,Protected
Mesoherbivore,210,NT,PN,8,Protected
Microcarnivore,210,NT,PN,34,Protected
Microherbivore,210,NT,PN,54,Protected
Megacarnivore,211,PA,PN,3,Protected
Megaherbivore,211,PA,PN,1,Protected
Mesocarnivore,211,PA,PN,1,Protected
Mesoherbivore,211,PA,PN,3,Protected
Microcarnivore,211,PA,PN,15,Protected
Microherbivore,211,PA,PN,17,Protected
Megacarnivore,212,PA,PN,5,Protected
Megaherbivore,212,PA,PN,4,Protected
Mesocarnivore,212,PA,PN,2,Protected
Mesoherbivore,212,PA,PN,15,Protected
Microcarnivore,212,PA,PN,25,Protected
Microherbivore,212,PA,PN,47,Protected
Megacarnivore,213,PA,PN,2,Protected
Megaherbivore,213,PA,PN,3,Protected
Mesocarnivore,213,PA,PN,1,Protected
Mesoherbivore,213,PA,PN,8,Protected
Microcarnivore,213,PA,PN,21,Protected
Microherbivore,213,PA,PN,18,Protected
Megacarnivore,214,PA,PN,2,Protected
Megaherbivore,214,PA,PN,3,Protected
Mesocarnivore,214,PA,PN,1,Protected
Mesoherbivore,214,PA,PN,7,Protected
Microcarnivore,214,PA,PN,20,Protected
Microherbivore,214,PA,PN,16,Protected
Megacarnivore,215,PA,PN,2,Protected
Megaherbivore,215,PA,PN,1,Protected
Mesocarnivore,215,PA,PN,1,Protected
Mesoherbivore,215,PA,PN,3,Protected
Microcarnivore,215,PA,PN,16,Protected
Microherbivore,215,PA,PN,16,Protected
Megacarnivore,216,PA,PN,2,Protected
Megaherbivore,216,PA,PN,2,Protected
Mesocarnivore,216,PA,PN,1,Protected
Mesoherbivore,216,PA,PN,8,Protected
Microcarnivore,216,PA,PN,17,Protected
Microherbivore,216,PA,PN,15,Protected
Megacarnivore,217,PA,PN,2,Protected
Megaherbivore,217,PA,PN,1,Protected
Mesocarnivore,217,PA,PN,1,Protected
Mesoherbivore,217,PA,PN,4,Protected
Microcarnivore,217,PA,PN,14,Protected
Microherbivore,217,PA,PN,11,Protected
Megacarnivore,218,PA,PN,2,Protected
Megaherbivore,218,PA,PN,3,Protected
Mesocarnivore,218,PA,PN,3,Protected
Mesoherbivore,218,PA,PN,7,Protected
Microcarnivore,218,PA,PN,19,Protected
Microherbivore,218,PA,PN,16,Protected
Megacarnivore,219,PA,PN,3,Protected
Megaherbivore,219,PA,PN,1,Protected
Mesocarnivore,219,PA,PN,1,Protected
Mesoherbivore,219,PA,PN,3,Protected
Microcarnivore,219,PA,PN,15,Protected
Microherbivore,219,PA,PN,22,Protected
Mesocarnivore,22,AA,PN,1,Protected
Microcarnivore,22,AA,PN,9,Protected
Microherbivore,22,AA,PN,28,Protected
Megacarnivore,220,PA,PN,2,Protected
Megaherbivore,220,PA,PN,1,Protected
Mesocarnivore,220,PA,PN,1,Protected
Mesoherbivore,220,PA,PN,3,Protected
Microcarnivore,220,PA,PN,12,Protected
Microherbivore,220,PA,PN,12,Protected
Megacarnivore,221,PA,PN,2,Protected
Megaherbivore,221,PA,PN,1,Protected
Mesocarnivore,221,PA,PN,1,Protected
Mesoherbivore,221,PA,PN,3,Protected
Microcarnivore,221,PA,PN,13,Protected
Microherbivore,221,PA,PN,12,Protected
Megacarnivore,222,PA,PN,2,Protected
Megaherbivore,222,PA,PN,1,Protected
Mesocarnivore,222,PA,PN,1,Protected
Mesoherbivore,222,PA,PN,4,Protected
Microcarnivore,222,PA,PN,12,Protected
Microherbivore,222,PA,PN,14,Protected
Megacarnivore,223,PA,PN,2,Protected
Megaherbivore,223,PA,PN,1,Protected
Mesocarnivore,223,PA,PN,1,Protected
Mesoherbivore,223,PA,PN,4,Protected
Microcarnivore,223,PA,PN,12,Protected
Microherbivore,223,PA,PN,17,Protected
Megacarnivore,224,PA,PN,2,Protected
Megaherbivore,224,PA,PN,1,Protected
Mesocarnivore,224,PA,PN,1,Protected
Mesoherbivore,224,PA,PN,4,Protected
Microcarnivore,224,PA,PN,13,Protected
Microherbivore,224,PA,PN,15,Protected
Megacarnivore,225,PA,PN,2,Protected
Megaherbivore,225,PA,PN,2,Protected
Mesocarnivore,225,PA,PN,1,Protected
Mesoherbivore,225,PA,PN,8,Protected
Microcarnivore,225,PA,PN,18,Protected
Microherbivore,225,PA,PN,14,Protected
Mesocarnivore,23,AA,PN,1,Protected
Mesoherbivore,23,AA,PN,1,Protected
Microcarnivore,23,AA,PN,10,Protected
Microherbivore,23,AA,PN,10,Protected
Mesocarnivore,25,AA,PN,1,Protected
Mesoherbivore,25,AA,PN,1,Protected
Microcarnivore,25,AA,PN,15,Protected
Microherbivore,25,AA,PN,17,Protected
Megacarnivore,28,AA,PN,1,Protected
Megaherbivore,28,AA,PN,1,Protected
Mesocarnivore,28,AA,PN,2,Protected
Mesoherbivore,28,AA,PN,6,Protected
Microcarnivore,28,AA,PN,12,Protected
Microherbivore,28,AA,PN,19,Protected
Megacarnivore,3,AT,PN,1,Protected
Megaherbivore,3,AT,PN,2,Protected
Mesocarnivore,3,AT,PN,7,Protected
Mesoherbivore,3,AT,PN,7,Protected
Microcarnivore,3,AT,PN,60,Protected
Microherbivore,3,AT,PN,61,Protected
Megacarnivore,35,AT,PN,1,Protected
Megaherbivore,35,AT,PN,3,Protected
Mesocarnivore,35,AT,PN,7,Protected
Mesoherbivore,35,AT,PN,9,Protected
Microcarnivore,35,AT,PN,30,Protected
Microherbivore,35,AT,PN,26,Protected
Megacarnivore,36,PA,PN,2,Protected
Megaherbivore,36,PA,PN,3,Protected
Mesocarnivore,36,PA,PN,5,Protected
Mesoherbivore,36,PA,PN,11,Protected
Microcarnivore,36,PA,PN,32,Protected
Microherbivore,36,PA,PN,33,Protected
Megacarnivore,37,AT,PN,3,Protected
Megaherbivore,37,AT,PN,5,Protected
Mesocarnivore,37,AT,PN,7,Protected
Mesoherbivore,37,AT,PN,15,Protected
Microcarnivore,37,AT,PN,25,Protected
Microherbivore,37,AT,PN,33,Protected
Megacarnivore,38,NT,PN,3,Protected
Megaherbivore,38,NT,PN,4,Protected
Mesocarnivore,38,NT,PN,5,Protected
Mesoherbivore,38,NT,PN,12,Protected
Microcarnivore,38,NT,PN,33,Protected
Microherbivore,38,NT,PN,55,Protected
Megacarnivore,39,NT,PN,3,Protected
Megaherbivore,39,NT,PN,10,Protected
Mesocarnivore,39,NT,PN,6,Protected
Mesoherbivore,39,NT,PN,16,Protected
Microcarnivore,39,NT,PN,35,Protected
Microherbivore,39,NT,PN,68,Protected
Megacarnivore,4,AT,PN,3,Protected
Megaherbivore,4,AT,PN,4,Protected
Mesocarnivore,4,AT,PN,7,Protected
Mesoherbivore,4,AT,PN,15,Protected
Microcarnivore,4,AT,PN,34,Protected
Microherbivore,4,AT,PN,42,Protected
Megacarnivore,40,AT,PN,3,Protected
Megaherbivore,40,AT,PN,4,Protected
Mesocarnivore,40,AT,PN,8,Protected
Mesoherbivore,40,AT,PN,20,Protected
Microcarnivore,40,AT,PN,39,Protected
Microherbivore,40,AT,PN,39,Protected
Megacarnivore,41,AT,PN,3,Protected
Megaherbivore,41,AT,PN,5,Protected
Mesocarnivore,41,AT,PN,8,Protected
Mesoherbivore,41,AT,PN,19,Protected
Microcarnivore,41,AT,PN,36,Protected
Microherbivore,41,AT,PN,40,Protected
Megacarnivore,42,AT,PN,3,Protected
Megaherbivore,42,AT,PN,4,Protected
Mesocarnivore,42,AT,PN,8,Protected
Mesoherbivore,42,AT,PN,18,Protected
Microcarnivore,42,AT,PN,34,Protected
Microherbivore,42,AT,PN,36,Protected
Megacarnivore,43,AT,PN,2,Protected
Megaherbivore,43,AT,PN,4,Protected
Mesocarnivore,43,AT,PN,7,Protected
Mesoherbivore,43,AT,PN,11,Protected
Microcarnivore,43,AT,PN,20,Protected
Microherbivore,43,AT,PN,28,Protected
Megaherbivore,44,AT,PN,2,Protected
Mesocarnivore,44,AT,PN,5,Protected
Mesoherbivore,44,AT,PN,7,Protected
Microcarnivore,44,AT,PN,48,Protected
Microherbivore,44,AT,PN,45,Protected
Megacarnivore,45,AT,PN,1,Protected
Megaherbivore,45,AT,PN,4,Protected
Mesocarnivore,45,AT,PN,8,Protected
Mesoherbivore,45,AT,PN,9,Protected
Microcarnivore,45,AT,PN,30,Protected
Microherbivore,45,AT,PN,24,Protected
Megacarnivore,46,AT,PN,1,Protected
Megaherbivore,46,AT,PN,4,Protected
Mesocarnivore,46,AT,PN,9,Protected
Mesoherbivore,46,AT,PN,13,Protected
Microcarnivore,46,AT,PN,34,Protected
Microherbivore,46,AT,PN,30,Protected
Megacarnivore,47,AT,PN,1,Protected
Megaherbivore,47,AT,PN,2,Protected
Mesocarnivore,47,AT,PN,7,Protected
Mesoherbivore,47,AT,PN,7,Protected
Microcarnivore,47,AT,PN,73,Protected
Microherbivore,47,AT,PN,77,Protected
Megacarnivore,48,AT,PN,1,Protected
Megaherbivore,48,AT,PN,4,Protected
Mesocarnivore,48,AT,PN,10,Protected
Mesoherbivore,48,AT,PN,12,Protected
Microcarnivore,48,AT,PN,45,Protected
Microherbivore,48,AT,PN,51,Protected
Megacarnivore,49,AT,PN,1,Protected
Megaherbivore,49,AT,PN,3,Protected
Mesocarnivore,49,AT,PN,9,Protected
Mesoherbivore,49,AT,PN,10,Protected
Microcarnivore,49,AT,PN,41,Protected
Microherbivore,49,AT,PN,38,Protected
Megacarnivore,5,AT,PN,1,Protected
Megaherbivore,5,AT,PN,2,Protected
Mesocarnivore,5,AT,PN,8,Protected
Mesoherbivore,5,AT,PN,6,Protected
Microcarnivore,5,AT,PN,29,Protected
Microherbivore,5,AT,PN,24,Protected
Megacarnivore,50,AT,PN,1,Protected
Megaherbivore,50,AT,PN,2,Protected
Mesocarnivore,50,AT,PN,5,Protected
Mesoherbivore,50,AT,PN,4,Protected
Microcarnivore,50,AT,PN,32,Protected
Microherbivore,50,AT,PN,34,Protected
Megaherbivore,51,AT,PN,2,Protected
Mesocarnivore,51,AT,PN,4,Protected
Mesoherbivore,51,AT,PN,8,Protected
Microcarnivore,51,AT,PN,48,Protected
Microherbivore,51,AT,PN,47,Protected
Megaherbivore,52,AT,PN,2,Protected
Mesocarnivore,52,AT,PN,6,Protected
Mesoherbivore,52,AT,PN,7,Protected
Microcarnivore,52,AT,PN,63,Protected
Microherbivore,52,AT,PN,62,Protected
Megacarnivore,53,AT,PN,1,Protected
Megaherbivore,53,AT,PN,3,Protected
Mesocarnivore,53,AT,PN,8,Protected
Mesoherbivore,53,AT,PN,8,Protected
Microcarnivore,53,AT,PN,42,Protected
Microherbivore,53,AT,PN,39,Protected
Megacarnivore,54,AT,PN,3,Protected
Megaherbivore,54,AT,PN,3,Protected
Mesocarnivore,54,AT,PN,11,Protected
Mesoherbivore,54,AT,PN,18,Protected
Microcarnivore,54,AT,PN,90,Protected
Microherbivore,54,AT,PN,100,Protected
Megacarnivore,55,AT,PN,1,Protected
Megaherbivore,55,AT,PN,2,Protected
Mesocarnivore,55,AT,PN,4,Protected
Mesoherbivore,55,AT,PN,8,Protected
Microcarnivore,55,AT,PN,47,Protected
Microherbivore,55,AT,PN,48,Protected
Megaherbivore,56,PA,PN,2,Protected
Mesocarnivore,56,PA,PN,4,Protected
Mesoherbivore,56,PA,PN,6,Protected
Microcarnivore,56,PA,PN,7,Protected
Microherbivore,56,PA,PN,16,Protected
Megacarnivore,57,AT,PN,3,Protected
Megaherbivore,57,AT,PN,4,Protected
Mesocarnivore,57,AT,PN,9,Protected
Mesoherbivore,57,AT,PN,20,Protected
Microcarnivore,57,AT,PN,56,Protected
Microherbivore,57,AT,PN,73,Protected
Megacarnivore,58,AT,PN,3,Protected
Megaherbivore,58,AT,PN,4,Protected
Mesocarnivore,58,AT,PN,8,Protected
Mesoherbivore,58,AT,PN,19,Protected
Microcarnivore,58,AT,PN,47,Protected
Microherbivore,58,AT,PN,62,Protected
Megacarnivore,59,PA,PN,2,Protected
Megaherbivore,59,PA,PN,1,Protected
Mesocarnivore,59,PA,PN,4,Protected
Mesoherbivore,59,PA,PN,10,Protected
Microcarnivore,59,PA,PN,18,Protected
Microherbivore,59,PA,PN,24,Protected
Megacarnivore,6,AT,PN,2,Protected
Megaherbivore,6,AT,PN,2,Protected
Mesocarnivore,6,AT,PN,7,Protected
Mesoherbivore,6,AT,PN,14,Protected
Microcarnivore,6,AT,PN,34,Protected
Microherbivore,6,AT,PN,34,Protected
Megacarnivore,60,PA,PN,2,Protected
Mesocarnivore,60,PA,PN,2,Protected
Mesoherbivore,60,PA,PN,7,Protected
Microcarnivore,60,PA,PN,21,Protected
Microherbivore,60,PA,PN,22,Protected
Megacarnivore,61,IM,PN,1,Protected
Megaherbivore,61,IM,PN,4,Protected
Mesocarnivore,61,IM,PN,6,Protected
Mesoherbivore,61,IM,PN,11,Protected
Microcarnivore,61,IM,PN,39,Protected
Microherbivore,61,IM,PN,55,Protected
Megacarnivore,62,PA,PN,1,Protected
Megaherbivore,62,PA,PN,1,Protected
Mesocarnivore,62,PA,PN,2,Protected
Mesoherbivore,62,PA,PN,9,Protected
Microcarnivore,62,PA,PN,23,Protected
Microherbivore,62,PA,PN,33,Protected
Megacarnivore,63,PA,PN,1,Protected
Megaherbivore,63,PA,PN,3,Protected
Mesocarnivore,63,PA,PN,2,Protected
Mesoherbivore,63,PA,PN,15,Protected
Microcarnivore,63,PA,PN,22,Protected
Microherbivore,63,PA,PN,34,Protected
Megacarnivore,64,PA,PN,1,Protected
Megaherbivore,64,PA,PN,2,Protected
Mesocarnivore,64,PA,PN,2,Protected
Mesoherbivore,64,PA,PN,14,Protected
Microcarnivore,64,PA,PN,27,Protected
Microherbivore,64,PA,PN,47,Protected
Megacarnivore,65,PA,PN,1,Protected
Megaherbivore,65,PA,PN,4,Protected
Mesocarnivore,65,PA,PN,2,Protected
Mesoherbivore,65,PA,PN,15,Protected
Microcarnivore,65,PA,PN,22,Protected
Microherbivore,65,PA,PN,35,Protected
Megacarnivore,66,PA,PN,1,Protected
Mesocarnivore,66,PA,PN,2,Protected
Mesoherbivore,66,PA,PN,8,Protected
Microcarnivore,66,PA,PN,16,Protected
Microherbivore,66,PA,PN,37,Protected
Megacarnivore,67,PA,PN,1,Protected
Megaherbivore,67,PA,PN,4,Protected
Mesocarnivore,67,PA,PN,1,Protected
Mesoherbivore,67,PA,PN,13,Protected
Microcarnivore,67,PA,PN,26,Protected
Microherbivore,67,PA,PN,36,Protected
Megacarnivore,68,PA,PN,1,Protected
Megaherbivore,68,PA,PN,2,Protected
Mesocarnivore,68,PA,PN,2,Protected
Mesoherbivore,68,PA,PN,9,Protected
Microcarnivore,68,PA,PN,14,Protected
Microherbivore,68,PA,PN,40,Protected
Megacarnivore,69,PA,PN,2,Protected
Megaherbivore,69,PA,PN,4,Protected
Mesocarnivore,69,PA,PN,2,Protected
Mesoherbivore,69,PA,PN,15,Protected
Microcarnivore,69,PA,PN,25,Protected
Microherbivore,69,PA,PN,36,Protected
Megacarnivore,7,AT,PN,2,Protected
Megaherbivore,7,AT,PN,4,Protected
Mesocarnivore,7,AT,PN,7,Protected
Mesoherbivore,7,AT,PN,12,Protected
Microcarnivore,7,AT,PN,33,Protected
Microherbivore,7,AT,PN,37,Protected
Megacarnivore,70,PA,PN,1,Protected
Megaherbivore,70,PA,PN,4,Protected
Mesocarnivore,70,PA,PN,1,Protected
Mesoherbivore,70,PA,PN,13,Protected
Microcarnivore,70,PA,PN,25,Protected
Microherbivore,70,PA,PN,29,Protected
Megacarnivore,71,PA,PN,2,Protected
Megaherbivore,71,PA,PN,4,Protected
Mesocarnivore,71,PA,PN,2,Protected
Mesoherbivore,71,PA,PN,15,Protected
Microcarnivore,71,PA,PN,26,Protected
Microherbivore,71,PA,PN,35,Protected
Megacarnivore,72,PA,PN,1,Protected
Megaherbivore,72,PA,PN,3,Protected
Mesocarnivore,72,PA,PN,1,Protected
Mesoherbivore,72,PA,PN,7,Protected
Microcarnivore,72,PA,PN,19,Protected
Microherbivore,72,PA,PN,27,Protected
Megacarnivore,73,PA,PN,1,Protected
Mesocarnivore,73,PA,PN,2,Protected
Mesoherbivore,73,PA,PN,9,Protected
Microcarnivore,73,PA,PN,21,Protected
Microherbivore,73,PA,PN,52,Protected
Megacarnivore,74,AT,PN,1,Protected
Megaherbivore,74,AT,PN,3,Protected
Mesocarnivore,74,AT,PN,7,Protected
Mesoherbivore,74,AT,PN,7,Protected
Microcarnivore,74,AT,PN,19,Protected
Microherbivore,74,AT,PN,36,Protected
Megacarnivore,75,AT,PN,3,Protected
Megaherbivore,75,AT,PN,4,Protected
Mesocarnivore,75,AT,PN,7,Protected
Mesoherbivore,75,AT,PN,17,Protected
Microcarnivore,75,AT,PN,26,Protected
Microherbivore,75,AT,PN,38,Protected
Megacarnivore,76,PA,PN,1,Protected
Megaherbivore,76,PA,PN,1,Protected
Mesocarnivore,76,PA,PN,6,Protected
Mesoherbivore,76,PA,PN,4,Protected
Microcarnivore,76,PA,PN,9,Protected
Microherbivore,76,PA,PN,14,Protected
Megacarnivore,77,AT,PN,1,Protected
Megaherbivore,77,AT,PN,3,Protected
Mesocarnivore,77,AT,PN,6,Protected
Mesoherbivore,77,AT,PN,9,Protected
Microcarnivore,77,AT,PN,34,Protected
Microherbivore,77,AT,PN,25,Protected
Megacarnivore,78,AT,PN,1,Protected
Megaherbivore,78,AT,PN,3,Protected
Mesocarnivore,78,AT,PN,9,Protected
Mesoherbivore,78,AT,PN,11,Protected
Microcarnivore,78,AT,PN,42,Protected
Microherbivore,78,AT,PN,32,Protected
Megacarnivore,79,NT,PN,2,Protected
Megaherbivore,79,NT,PN,3,Protected
Mesocarnivore,79,NT,PN,4,Protected
Mesoherbivore,79,NT,PN,6,Protected
Microcarnivore,79,NT,PN,27,Protected
Microherbivore,79,NT,PN,51,Protected
Megacarnivore,8,AT,PN,3,Protected
Megaherbivore,8,AT,PN,4,Protected
Mesocarnivore,8,AT,PN,7,Protected
Mesoherbivore,8,AT,PN,15,Protected
Microcarnivore,8,AT,PN,30,Protected
Microherbivore,8,AT,PN,34,Protected
Megacarnivore,80,PA,PN,1,Protected
Mesocarnivore,80,PA,PN,4,Protected
Mesoherbivore,80,PA,PN,4,Protected
Microcarnivore,80,PA,PN,9,Protected
Microherbivore,80,PA,PN,11,Protected
Megacarnivore,81,AT,PN,1,Protected
Megaherbivore,81,AT,PN,2,Protected
Mesocarnivore,81,AT,PN,7,Protected
Mesoherbivore,81,AT,PN,9,Protected
Microcarnivore,81,AT,PN,31,Protected
Microherbivore,81,AT,PN,24,Protected
Megacarnivore,82,AT,PN,1,Protected
Megaherbivore,82,AT,PN,3,Protected
Mesocarnivore,82,AT,PN,7,Protected
Mesoherbivore,82,AT,PN,8,Protected
Microcarnivore,82,AT,PN,40,Protected
Microherbivore,82,AT,PN,37,Protected
Megacarnivore,83,AT,PN,1,Protected
Megaherbivore,83,AT,PN,4,Protected
Mesocarnivore,83,AT,PN,7,Protected
Mesoherbivore,83,AT,PN,12,Protected
Microcarnivore,83,AT,PN,38,Protected
Microherbivore,83,AT,PN,37,Protected
Megacarnivore,84,AT,PN,3,Protected
Megaherbivore,84,AT,PN,4,Protected
Mesocarnivore,84,AT,PN,8,Protected
Mesoherbivore,84,AT,PN,19,Protected
Microcarnivore,84,AT,PN,42,Protected
Microherbivore,84,AT,PN,42,Protected
Megacarnivore,85,AT,PN,3,Protected
Megaherbivore,85,AT,PN,4,Protected
Mesocarnivore,85,AT,PN,8,Protected
Mesoherbivore,85,AT,PN,15,Protected
Microcarnivore,85,AT,PN,41,Protected
Microherbivore,85,AT,PN,40,Protected
Megacarnivore,86,NT,PN,3,Protected
Megaherbivore,86,NT,PN,6,Protected
Mesocarnivore,86,NT,PN,7,Protected
Mesoherbivore,86,NT,PN,15,Protected
Microcarnivore,86,NT,PN,29,Protected
Microherbivore,86,NT,PN,53,Protected
Megacarnivore,87,IM,PN,1,Protected
Megaherbivore,87,IM,PN,4,Protected
Mesocarnivore,87,IM,PN,5,Protected
Mesoherbivore,87,IM,PN,9,Protected
Microcarnivore,87,IM,PN,38,Protected
Microherbivore,87,IM,PN,46,Protected
Megacarnivore,88,IM,PN,1,Protected
Megaherbivore,88,IM,PN,4,Protected
Mesocarnivore,88,IM,PN,5,Protected
Mesoherbivore,88,IM,PN,8,Protected
Microcarnivore,88,IM,PN,41,Protected
Microherbivore,88,IM,PN,52,Protected
Megacarnivore,89,PA,PN,1,Protected
Megaherbivore,89,PA,PN,1,Protected
Mesocarnivore,89,PA,PN,4,Protected
Mesoherbivore,89,PA,PN,10,Protected
Microcarnivore,89,PA,PN,19,Protected
Microherbivore,89,PA,PN,22,Protected
Megacarnivore,9,AT,PN,3,Protected
Megaherbivore,9,AT,PN,4,Protected
Mesocarnivore,9,AT,PN,9,Protected
Mesoherbivore,9,AT,PN,20,Protected
Microcarnivore,9,AT,PN,31,Protected
Microherbivore,9,AT,PN,31,Protected
Megacarnivore,90,PA,PN,1,Protected
Mesocarnivore,90,PA,PN,2,Protected
Mesoherbivore,90,PA,PN,6,Protected
Microcarnivore,90,PA,PN,16,Protected
Microherbivore,90,PA,PN,23,Protected
Megacarnivore,91,AT,PN,3,Protected
Megaherbivore,91,AT,PN,4,Protected
Mesocarnivore,91,AT,PN,7,Protected
Mesoherbivore,91,AT,PN,20,Protected
Microcarnivore,91,AT,PN,43,Protected
Microherbivore,91,AT,PN,58,Protected
Megacarnivore,92,"NA",PN,5,Protected
Megaherbivore,92,"NA",PN,5,Protected
Mesocarnivore,92,"NA",PN,5,Protected
Mesoherbivore,92,"NA",PN,17,Protected
Microcarnivore,92,"NA",PN,35,Protected
Microherbivore,92,"NA",PN,65,Protected
Megacarnivore,93,"NA",PN,5,Protected
Megaherbivore,93,"NA",PN,5,Protected
Mesocarnivore,93,"NA",PN,5,Protected
Mesoherbivore,93,"NA",PN,18,Protected
Microcarnivore,93,"NA",PN,27,Protected
Microherbivore,93,"NA",PN,38,Protected
Megacarnivore,94,"NA",PN,5,Protected
Megaherbivore,94,"NA",PN,5,Protected
Mesocarnivore,94,"NA",PN,5,Protected
Mesoherbivore,94,"NA",PN,22,Protected
Microcarnivore,94,"NA",PN,28,Protected
Microherbivore,94,"NA",PN,39,Protected
Megacarnivore,95,"NA",PN,3,Protected
Megaherbivore,95,"NA",PN,2,Protected
Mesocarnivore,95,"NA",PN,2,Protected
Mesoherbivore,95,"NA",PN,6,Protected
Microcarnivore,95,"NA",PN,15,Protected
Microherbivore,95,"NA",PN,15,Protected
Megacarnivore,96,"NA",PN,3,Protected
Megaherbivore,96,"NA",PN,1,Protected
Mesocarnivore,96,"NA",PN,3,Protected
Mesoherbivore,96,"NA",PN,7,Protected
Microcarnivore,96,"NA",PN,16,Protected
Microherbivore,96,"NA",PN,13,Protected
Megacarnivore,97,"NA",PN,4,Protected
Megaherbivore,97,"NA",PN,5,Protected
Mesocarnivore,97,"NA",PN,5,Protected
Mesoherbivore,97,"NA",PN,17,Protected
Microcarnivore,97,"NA",PN,25,Protected
Microherbivore,97,"NA",PN,50,Protected
Megacarnivore,98,"NA",PN,3,Protected
Megaherbivore,98,"NA",PN,2,Protected
Mesocarnivore,98,"NA",PN,2,Protected
Mesoherbivore,98,"NA",PN,7,Protected
Microcarnivore,98,"NA",PN,17,Protected
Microherbivore,98,"NA",PN,19,Protected
Megacarnivore,99,"NA",PN,3,Protected
Megaherbivore,99,"NA",PN,1,Protected
Mesocarnivore,99,"NA",PN,2,Protected
Mesoherbivore,99,"NA",PN,5,Protected
Microcarnivore,99,"NA",PN,16,Protected
Microherbivore,99,"NA",PN,17,Protected
Megacarnivore,10,AT,CU,0,Protected
Megaherbivore,10,AT,CU,3,Protected
Mesocarnivore,10,AT,CU,4,Protected
Mesoherbivore,10,AT,CU,13,Protected
Microcarnivore,10,AT,CU,30,Protected
Microherbivore,10,AT,CU,18,Protected
Megacarnivore,100,"NA",CU,1,Protected
Megaherbivore,100,"NA",CU,0,Protected
Mesocarnivore,100,"NA",CU,3,Protected
Mesoherbivore,100,"NA",CU,8,Protected
Microcarnivore,100,"NA",CU,43,Protected
Microherbivore,100,"NA",CU,90,Protected
Megacarnivore,101,"NA",CU,0,Protected
Megaherbivore,101,"NA",CU,0,Protected
Mesocarnivore,101,"NA",CU,2,Protected
Mesoherbivore,101,"NA",CU,2,Protected
Microcarnivore,101,"NA",CU,23,Protected
Microherbivore,101,"NA",CU,16,Protected
Megacarnivore,102,"NA",CU,0,Protected
